fold,era,arm,label,model,kind,n_train,n_test,ic_train,ic_oos,capture_all,capture_q5,q5_frac,auc_train,auc_oos,base_rate_test,topdec_tp_rate,topdec_frac
7,2,base5y,fwd2,hgb,shuffle,30605,2790,0.5441840634633839,0.007363711061996834,0.006576852863685551,0.0666762475449922,0.16953405017921147,,,,,
7,2,base5y,fwd4,ridge,real,30605,2790,0.09531035683423615,0.00689866487085797,0.056902180438996204,-0.01493006084275793,0.22652329749103942,,,,,
7,2,base5y,fwd4,ridge,shuffle,30605,2790,0.02275248906504852,-0.04732329135924871,-0.02468548464525485,-0.13662951039249127,0.17777777777777778,,,,,
7,2,base5y,fwd4,hgb,real,30605,2790,0.5665448580575758,0.05510049521176689,0.060514384277090376,0.15928582648783987,0.2129032258064516,,,,,
7,2,base5y,fwd4,hgb,shuffle,30605,2790,0.5482551454985162,0.0154498269864886,0.009463015366367948,-0.04171357126599407,0.16164874551971326,,,,,
7,2,base5y,fwd8,ridge,real,30605,2790,0.09286426089040926,0.016279524464877296,-0.00837047234604148,-0.08758775375414159,0.22078853046594982,,,,,
7,2,base5y,fwd8,ridge,shuffle,30605,2790,0.021128222209868767,-0.03463422145609281,-0.06426076614478737,-0.08060452685779974,0.1767025089605735,,,,,
7,2,base5y,fwd8,hgb,real,30605,2790,0.5983836835740037,0.049404394641528994,0.11458639319863993,0.30999938064323324,0.24014336917562723,,,,,
7,2,base5y,fwd8,hgb,shuffle,30605,2790,0.5612589361691139,-0.04623693058904959,-0.029930148013614627,-0.13318702883771077,0.14767025089605734,,,,,
7,2,base5y,br_canon_long,logit,real,30605,2790,,,,,,0.5579382504819388,0.4959281125374006,0.4831541218637993,0.4975609756097561,0.07347670250896057
7,2,base5y,br_canon_long,logit,shuffle,30605,2790,,,,,,0.5132941340471515,0.49085150034776953,0.4831541218637993,0.4895397489539749,0.08566308243727598
7,2,base5y,br_canon_long,hgb,real,30605,2790,,,,,,0.8732752419563692,0.5464755923400156,0.4831541218637993,0.5735294117647058,0.04874551971326165
7,2,base5y,br_canon_long,hgb,shuffle,30605,2790,,,,,,0.8868378470071532,0.5092940895640328,0.4831541218637993,0.532608695652174,0.06594982078853047
7,2,base5y,br_canon_short,logit,real,30605,2790,,,,,,0.5545843358384746,0.4795102097917923,0.48494623655913977,0.44358974358974357,0.13978494623655913
7,2,base5y,br_canon_short,logit,shuffle,30605,2790,,,,,,0.5127655768041781,0.47558121054734936,0.48494623655913977,0.441747572815534,0.14767025089605734
7,2,base5y,br_canon_short,hgb,real,30605,2790,,,,,,0.8715785551705764,0.5442041989218526,0.48494623655913977,0.5679611650485437,0.07383512544802867
7,2,base5y,br_canon_short,hgb,shuffle,30605,2790,,,,,,0.8882253106003409,0.5237486119404751,0.48494623655913977,0.5128205128205128,0.06989247311827956
7,2,base5y,br_modal_long,logit,real,30605,2790,,,,,,0.6413428130246919,0.5209756002272472,0.08637992831541219,0.08685446009389672,0.15268817204301074
7,2,base5y,br_modal_long,logit,shuffle,30605,2790,,,,,,0.5308680135921091,0.44119164785148846,0.08637992831541219,0.06422018348623854,0.11720430107526882
7,2,base5y,br_modal_long,hgb,real,30605,2790,,,,,,0.9852686428414289,0.5579293157026838,0.08637992831541219,0.11842105263157894,0.13620071684587814
7,2,base5y,br_modal_long,hgb,shuffle,30605,2790,,,,,,0.9777398946068698,0.4838656116058856,0.08637992831541219,0.10043668122270742,0.08207885304659499
7,2,base5y,br_modal_short,logit,real,30605,2790,,,,,,0.6316324804149664,0.712928682389493,0.13082437275985664,0.26917057902973396,0.22903225806451613
7,2,base5y,br_modal_short,logit,shuffle,30605,2790,,,,,,0.5229477706726173,0.5586691145318458,0.13082437275985664,0.13360323886639677,0.0885304659498208
7,2,base5y,br_modal_short,hgb,real,30605,2790,,,,,,0.9734121774714141,0.6314859483123852,0.13082437275985664,0.26256983240223464,0.1924731182795699
7,2,base5y,br_modal_short,hgb,shuffle,30605,2790,,,,,,0.9688964044943669,0.5269978816551335,0.13082437275985664,0.13930348258706468,0.07204301075268817
8,2,base5y,fwd2,ridge,real,30485,2764,0.07712048029737115,0.017807783193502038,0.007068947612761172,-0.05014093757660185,0.19066570188133142,,,,,
8,2,base5y,fwd2,ridge,shuffle,30485,2764,0.02812640392825434,-0.023650565958317306,-0.047741559873078154,-0.011977712786549851,0.19645441389290882,,,,,
8,2,base5y,fwd2,hgb,real,30485,2764,0.5324483276451614,0.028271746849183484,0.025158037439221344,-0.030090956157516786,0.20007235890014471,,,,,
8,2,base5y,fwd2,hgb,shuffle,30485,2764,0.5371602073506859,-0.011848262488215093,-0.007446700197282752,-0.006807383749582587,0.18668596237337193,,,,,
8,2,base5y,fwd4,ridge,real,30485,2764,0.08553363833326859,0.03504763090705055,0.06990006055710236,-0.07448973957985124,0.19464544138929088,,,,,
8,2,base5y,fwd4,ridge,shuffle,30485,2764,0.022258872898815847,-0.022920183030202202,-0.061369188870287354,-0.14774038618748778,0.18234442836468887,,,,,
8,2,base5y,fwd4,hgb,real,30485,2764,0.5583385286405383,0.04988091603902655,0.038257992881504596,-0.04977323530039667,0.20513748191027498,,,,,
8,2,base5y,fwd4,hgb,shuffle,30485,2764,0.5443978553512575,-0.016816814587018378,0.021331861403784937,0.02492842070211465,0.15014471780028943,,,,,
8,2,base5y,fwd8,ridge,real,30485,2764,0.09001284542494913,0.05634602996028677,0.13511933520592098,-0.08488771967378242,0.1678726483357453,,,,,
8,2,base5y,fwd8,ridge,shuffle,30485,2764,0.0246349731638904,0.09200919363347836,-0.0660666959858179,0.2536355023193211,0.22141823444283648,,,,,
8,2,base5y,fwd8,hgb,real,30485,2764,0.6006280538836555,0.05003247940900544,0.05199979755109796,0.2818062925374925,0.18958031837916064,,,,,
8,2,base5y,fwd8,hgb,shuffle,30485,2764,0.5438054515080936,0.05079056821932799,0.0856538200612666,0.0667143064441774,0.1740231548480463,,,,,
8,2,base5y,br_canon_long,logit,real,30485,2764,,,,,,0.5519330218203572,0.5266015561559699,0.45803183791606367,0.5753424657534246,0.052821997105643996
8,2,base5y,br_canon_long,logit,shuffle,30485,2764,,,,,,0.5171632749705435,0.5066133464946416,0.45803183791606367,0.475,0.11577424023154848
8,2,base5y,br_canon_long,hgb,real,30485,2764,,,,,,0.878159409922967,0.5415140144732208,0.45803183791606367,0.636986301369863,0.052821997105643996
8,2,base5y,br_canon_long,hgb,shuffle,30485,2764,,,,,,0.8809349208249069,0.4944132988270828,0.45803183791606367,0.5029940119760479,0.06041968162083936
8,2,base5y,br_canon_short,logit,real,30485,2764,,,,,,0.5503090775065271,0.5314953552664334,0.5155571635311144,0.4619883040935672,0.12373371924746744
8,2,base5y,br_canon_short,logit,shuffle,30485,2764,,,,,,0.5163523504415604,0.49909935406103006,0.5155571635311144,0.46153846153846156,0.10817655571635311
8,2,base5y,br_canon_short,hgb,real,30485,2764,,,,,,0.8816541737481516,0.5503483877730173,0.5155571635311144,0.5507246376811594,0.07489146164978293
8,2,base5y,br_canon_short,hgb,shuffle,30485,2764,,,,,,0.8819367140404255,0.5087226655136722,0.5155571635311144,0.44086021505376344,0.06729377713458755
8,2,base5y,br_modal_long,logit,real,30485,2764,,,,,,0.6503541678822875,0.5524127544082034,0.07344428364688857,0.07598039215686274,0.1476121562952243
8,2,base5y,br_modal_long,logit,shuffle,30485,2764,,,,,,0.525389829792957,0.5345202670600885,0.07344428364688857,0.05747126436781609,0.09442836468885674
8,2,base5y,br_modal_long,hgb,real,30485,2764,,,,,,0.9865211669592595,0.4757378102380728,0.07344428364688857,0.06629834254143646,0.0654848046309696
8,2,base5y,br_modal_long,hgb,shuffle,30485,2764,,,,,,0.9812198020920491,0.4837934689151213,0.07344428364688857,0.07216494845360824,0.07018813314037627
8,2,base5y,br_modal_short,logit,real,30485,2764,,,,,,0.6229665423779825,0.6187768514729951,0.11577424023154848,0.18487394957983194,0.21526772793053545
8,2,base5y,br_modal_short,logit,shuffle,30485,2764,,,,,,0.517766147775344,0.5194634819967267,0.11577424023154848,0.0924092409240924,0.10962373371924747
8,2,base5y,br_modal_short,hgb,real,30485,2764,,,,,,0.9704543169417181,0.6283692205400981,0.11577424023154848,0.20809248554913296,0.1251808972503618
8,2,base5y,br_modal_short,hgb,shuffle,30485,2764,,,,,,0.960593152418056,0.534854490589198,0.11577424023154848,0.10119047619047619,0.060781476121562955
9,2,base5y,fwd2,ridge,real,30342,2747,0.07200260569526738,0.08308708732178419,0.04216781669114469,0.09699768690493533,0.1965780851838369,,,,,
9,2,base5y,fwd2,ridge,shuffle,30342,2747,0.029516125566362603,0.05414365818966288,0.05417334085341531,0.07937226535478342,0.19767018565708044,,,,,
9,2,base5y,fwd2,hgb,real,30342,2747,0.5308822438935983,0.04983384295044627,0.05687898844601176,0.11241454867716201,0.17619220968329086,,,,,
9,2,base5y,fwd2,hgb,shuffle,30342,2747,0.552911667964802,0.029243206776243015,0.050724189106622124,0.09615803767933534,0.1488896978522024,,,,,
9,2,base5y,fwd4,ridge,real,30342,2747,0.07837124781119083,0.10686328885649217,0.07903777953230944,0.24339498717488353,0.19293775027302512,,,,,
9,2,base5y,fwd4,ridge,shuffle,30342,2747,0.029973022081665572,0.03852344761659927,0.04785073756059982,0.12242168351849549,0.19985438660356752,,,,,
9,2,base5y,fwd4,hgb,real,30342,2747,0.5647545131315456,0.06942423420702154,0.0899153511399376,0.24328247566513406,0.19111758281761923,,,,,
9,2,base5y,fwd4,hgb,shuffle,30342,2747,0.5463127083535817,-0.03542000123354832,-0.06926443929318099,-0.016794864496862585,0.16527120495085548,,,,,
9,2,base5y,fwd8,ridge,real,30342,2747,0.08125169740785722,0.09605201101541444,0.12218673872514434,0.3631534075409567,0.1933017837641063,,,,,
9,2,base5y,fwd8,ridge,shuffle,30342,2747,0.026581795887208017,0.041104006225636466,0.14535993872660402,0.07800905868869021,0.21368765926465236,,,,,
9,2,base5y,fwd8,hgb,real,30342,2747,0.5942078274370429,0.07216589208237074,0.15553250591111073,0.4895174908496805,0.17619220968329086,,,,,
9,2,base5y,fwd8,hgb,shuffle,30342,2747,0.5527279123655389,-0.01850603478914469,-0.03190945942746548,-0.24829114362460572,0.14488532945030944,,,,,
9,2,base5y,br_canon_long,logit,real,30342,2747,,,,,,0.5468697840325482,0.5551740073001716,0.46705496905715327,0.5209580838323353,0.06079359301055697
9,2,base5y,br_canon_long,logit,shuffle,30342,2747,,,,,,0.5116409696890647,0.4950018953187756,0.46705496905715327,0.4533333333333333,0.10921004732435384
9,2,base5y,br_canon_long,hgb,real,30342,2747,,,,,,0.8766100651399725,0.5239438389362363,0.46705496905715327,0.4887640449438202,0.06479796141244995
9,2,base5y,br_canon_long,hgb,shuffle,30342,2747,,,,,,0.8835910940844591,0.4934361277572629,0.46705496905715327,0.43884892086330934,0.05060065526028395
9,2,base5y,br_canon_short,logit,real,30342,2747,,,,,,0.543390278921281,0.5568592029056953,0.5001820167455406,0.5807560137457045,0.10593374590462322
9,2,base5y,br_canon_short,logit,shuffle,30342,2747,,,,,,0.5111498583871784,0.4899591943183734,0.5001820167455406,0.45147679324894513,0.08627593738623954
9,2,base5y,br_canon_short,hgb,real,30342,2747,,,,,,0.8834019333818239,0.5409244199052002,0.5001820167455406,0.6185567010309279,0.07062249726974881
9,2,base5y,br_canon_short,hgb,shuffle,30342,2747,,,,,,0.888781855931119,0.4881611575285899,0.5001820167455406,0.5,0.058245358572988716
9,2,base5y,br_modal_long,logit,real,30342,2747,,,,,,0.6354245473518602,0.5412722019206255,0.1044776119402985,0.12987012987012986,0.11212231525300327
9,2,base5y,br_modal_long,logit,shuffle,30342,2747,,,,,,0.5357640678017137,0.4860598849890938,0.1044776119402985,0.0706713780918728,0.10302147797597379
9,2,base5y,br_modal_long,hgb,real,30342,2747,,,,,,0.9862744399884825,0.6016699243647489,0.1044776119402985,0.1210762331838565,0.08117946851110303
9,2,base5y,br_modal_long,hgb,shuffle,30342,2747,,,,,,0.9802366774375062,0.4816025041783519,0.1044776119402985,0.12149532710280374,0.0779031670913724
9,2,base5y,br_modal_short,logit,real,30342,2747,,,,,,0.6348727241664478,0.6549542508767341,0.08773207135056425,0.21476510067114093,0.1627229705132872
9,2,base5y,br_modal_short,logit,shuffle,30342,2747,,,,,,0.5223003297632999,0.6515019554728404,0.08773207135056425,0.17355371900826447,0.13214415726246814
9,2,base5y,br_modal_short,hgb,real,30342,2747,,,,,,0.9668882420037888,0.6743847959916947,0.08773207135056425,0.20689655172413793,0.09501274117218785
9,2,base5y,br_modal_short,hgb,shuffle,30342,2747,,,,,,0.959288109030024,0.5126219893831567,0.08773207135056425,0.12307692307692308,0.07098653076083
10,2,base5y,fwd2,ridge,real,30199,2751,0.06954932154884345,0.009508571935786565,0.011954778900501466,0.12571017103737434,0.20065430752453653,,,,,
10,2,base5y,fwd2,ridge,shuffle,30199,2751,0.022607055161477787,0.005379385393587417,0.02045255272625808,0.031097048601242898,0.1613958560523446,,,,,
10,2,base5y,fwd2,hgb,real,30199,2751,0.5346162904283787,0.07178331481229583,0.049730286599355585,0.1426908802787836,0.12649945474372956,,,,,
10,2,base5y,fwd2,hgb,shuffle,30199,2751,0.5341103939785167,0.002618723500891085,0.009907598228019752,0.011603705069739553,0.1381315885132679,,,,,
10,2,base5y,fwd4,ridge,real,30199,2751,0.07550260344962156,0.006898385787831909,0.009380380028107316,0.08003640458179391,0.1875681570338059,,,,,
10,2,base5y,fwd4,ridge,shuffle,30199,2751,0.02332634712406177,0.04544290140890532,0.06513249438609675,0.05289264972451945,0.17302798982188294,,,,,
10,2,base5y,fwd4,hgb,real,30199,2751,0.5774912439992524,0.04993403782441595,0.05645270952176045,0.17000300450199826,0.11995637949836423,,,,,
10,2,base5y,fwd4,hgb,shuffle,30199,2751,0.5522386582086909,0.014575395224338948,0.010814703740842356,0.2559827189385883,0.11813885859687387,,,,,
10,2,base5y,fwd8,ridge,real,30199,2751,0.08175654396587098,0.006311136715228673,0.016836247080199405,0.06704140368439056,0.20319883678662304,,,,,
10,2,base5y,fwd8,ridge,shuffle,30199,2751,0.033282412885736634,0.013343985235428518,-0.007071284784688409,-0.07037772226190006,0.16539440203562342,,,,,
10,2,base5y,fwd8,hgb,real,30199,2751,0.6022166440807425,0.0697754454847478,0.12111824332176632,0.47003574131224474,0.08687749909123955,,,,,
10,2,base5y,fwd8,hgb,shuffle,30199,2751,0.5634844457612794,-0.00940745859856458,-0.01979948442764578,-0.09295774924696519,0.1297709923664122,,,,,
10,2,base5y,br_canon_long,logit,real,30199,2751,,,,,,0.5434608005007338,0.48340587854060957,0.49363867684478374,0.4755700325732899,0.11159578335150855
10,2,base5y,br_canon_long,logit,shuffle,30199,2751,,,,,,0.5138279810950372,0.5012581316005654,0.49363867684478374,0.5131964809384164,0.12395492548164304
10,2,base5y,br_canon_long,hgb,real,30199,2751,,,,,,0.8813823307123838,0.5232273295786739,0.49363867684478374,0.5280898876404494,0.06470374409305707
10,2,base5y,br_canon_long,hgb,shuffle,30199,2751,,,,,,0.88967432426994,0.49368608242136414,0.49363867684478374,0.4838709677419355,0.06761177753544166
10,2,base5y,br_canon_short,logit,real,30199,2751,,,,,,0.5404471583411292,0.4856684715891248,0.49182115594329334,0.45374449339207046,0.08251544892766267
10,2,base5y,br_canon_short,logit,shuffle,30199,2751,,,,,,0.513760906148538,0.5032847051061224,0.49182115594329334,0.4722222222222222,0.10468920392584515
10,2,base5y,br_canon_short,hgb,real,30199,2751,,,,,,0.8837135199437307,0.5298991167828182,0.49182115594329334,0.5620437956204379,0.04980007270083606
10,2,base5y,br_canon_short,hgb,shuffle,30199,2751,,,,,,0.889263990318338,0.5107814246304774,0.49182115594329334,0.42142857142857143,0.05089058524173028
10,2,base5y,br_modal_long,logit,real,30199,2751,,,,,,0.6282166175847854,0.6295876408000564,0.11922937113776809,0.3684210526315789,0.013813158851326791
10,2,base5y,br_modal_long,logit,shuffle,30199,2751,,,,,,0.5320382181165828,0.453515849128776,0.11922937113776809,0.058823529411764705,0.09887313704107598
10,2,base5y,br_modal_long,hgb,real,30199,2751,,,,,,0.986631365312763,0.6640465357398105,0.11922937113776809,0.15,0.05089058524173028
10,2,base5y,br_modal_long,hgb,shuffle,30199,2751,,,,,,0.9801070441447387,0.493132379734858,0.11922937113776809,0.07834101382488479,0.07888040712468193
10,2,base5y,br_modal_short,logit,real,30199,2751,,,,,,0.6322776124333419,0.647850539921466,0.06942929843693202,0.1891891891891892,0.05379861868411487
10,2,base5y,br_modal_short,logit,shuffle,30199,2751,,,,,,0.5295790527243425,0.5191038121727748,0.06942929843693202,0.06451612903225806,0.07888040712468193
10,2,base5y,br_modal_short,hgb,real,30199,2751,,,,,,0.9699178727506143,0.6556794011780105,0.06942929843693202,0.1016949152542373,0.021446746637586334
10,2,base5y,br_modal_short,hgb,shuffle,30199,2751,,,,,,0.9563917674631113,0.5674860929319372,0.06942929843693202,0.07216494845360824,0.07051981097782624
11,2,base5y,fwd2,ridge,real,30035,2744,0.07172034217966411,0.027110015685344817,0.01616818060299182,0.10999409304623543,0.20116618075801748,,,,,
11,2,base5y,fwd2,ridge,shuffle,30035,2744,0.022431264136108717,-0.018911317319857956,-0.029069244074915384,0.026544375640611014,0.18403790087463556,,,,,
11,2,base5y,fwd2,hgb,real,30035,2744,0.5315074272401857,0.08240149997763616,0.09293330506979515,0.07052133823158355,0.18549562682215742,,,,,
11,2,base5y,fwd2,hgb,shuffle,30035,2744,0.5304954556439684,-0.028726631376949526,-0.03145060296170118,0.05403755539018919,0.14868804664723032,,,,,
11,2,base5y,fwd4,ridge,real,30035,2744,0.07906079564014726,0.04153231283167952,0.017097144014079965,0.24234240737664386,0.21027696793002915,,,,,
11,2,base5y,fwd4,ridge,shuffle,30035,2744,0.023576961729567972,-0.07393268984519295,-0.12165330938124366,-0.14308608190205446,0.19752186588921283,,,,,
11,2,base5y,fwd4,hgb,real,30035,2744,0.5599096769178444,0.07301500165991515,0.11384696518801242,0.19202355307480584,0.17128279883381925,,,,,
11,2,base5y,fwd4,hgb,shuffle,30035,2744,0.5491489721484849,-0.00813369023231627,-0.005345356586014384,-0.0415911574735603,0.15014577259475217,,,,,
11,2,base5y,fwd8,ridge,real,30035,2744,0.08852237448872946,0.06287995541197249,0.016998902436731547,0.42391231405997926,0.2193877551020408,,,,,
11,2,base5y,fwd8,ridge,shuffle,30035,2744,0.02411616519654054,-0.04055144136849727,0.002849970944833908,0.05957245133438623,0.21100583090379008,,,,,
11,2,base5y,fwd8,hgb,real,30035,2744,0.6044712231707433,0.1576739952585668,0.3025256319106838,0.7063955054088615,0.17966472303206998,,,,,
11,2,base5y,fwd8,hgb,shuffle,30035,2744,0.5585420577536806,0.03671318267031776,0.05105126074012192,0.2491235206159328,0.13119533527696792,,,,,
11,2,base5y,br_canon_long,logit,real,30035,2744,,,,,,0.5434070059517893,0.5395515361889358,0.4784985422740525,0.5580110497237569,0.06596209912536444
11,2,base5y,br_canon_long,logit,shuffle,30035,2744,,,,,,0.5195695023600146,0.4917039357540012,0.4784985422740525,0.4553314121037464,0.12645772594752186
11,2,base5y,br_canon_long,hgb,real,30035,2744,,,,,,0.8870190071861062,0.5605004622378058,0.4784985422740525,0.6161616161616161,0.07215743440233237
11,2,base5y,br_canon_long,hgb,shuffle,30035,2744,,,,,,0.8840505216139151,0.4837242795397101,0.4784985422740525,0.4583333333333333,0.052478134110787174
11,2,base5y,br_canon_short,logit,real,30035,2744,,,,,,0.5417563631694322,0.5109218117489561,0.500728862973761,0.5378378378378378,0.1348396501457726
11,2,base5y,br_canon_short,logit,shuffle,30035,2744,,,,,,0.5209891745356994,0.4916552449558538,0.500728862973761,0.5120274914089347,0.10604956268221574
11,2,base5y,br_canon_short,hgb,real,30035,2744,,,,,,0.8864671501970307,0.5394729013270434,0.500728862973761,0.4830508474576271,0.043002915451895045
11,2,base5y,br_canon_short,hgb,shuffle,30035,2744,,,,,,0.885386397852213,0.5005137113653991,0.500728862973761,0.4772727272727273,0.0641399416909621
11,2,base5y,br_modal_long,logit,real,30035,2744,,,,,,0.6300343554220218,0.6896463269261031,0.06596209912536444,0.13850415512465375,0.1315597667638484
11,2,base5y,br_modal_long,logit,shuffle,30035,2744,,,,,,0.529244111010862,0.45983319788835164,0.06596209912536444,0.046511627906976744,0.1096938775510204
11,2,base5y,br_modal_long,hgb,real,30035,2744,,,,,,0.985780144864231,0.653826338695805,0.06596209912536444,0.1461038961038961,0.11224489795918367
11,2,base5y,br_modal_long,hgb,shuffle,30035,2744,,,,,,0.9769742027245428,0.4521031336292285,0.06596209912536444,0.049019607843137254,0.07434402332361516
11,2,base5y,br_modal_short,logit,real,30035,2744,,,,,,0.6388473785403336,0.6110394245552383,0.08454810495626822,0.16467780429594273,0.15269679300291544
11,2,base5y,br_modal_short,logit,shuffle,30035,2744,,,,,,0.5178233876500963,0.5570365692949704,0.08454810495626822,0.10674157303370786,0.12973760932944606
11,2,base5y,br_modal_short,hgb,real,30035,2744,,,,,,0.9683218933921204,0.6027344607950802,0.08454810495626822,0.10676156583629894,0.10240524781341108
11,2,base5y,br_modal_short,hgb,shuffle,30035,2744,,,,,,0.9573748754889176,0.533592205688557,0.08454810495626822,0.07333333333333333,0.05466472303206997
11,2,wide10y,fwd2,ridge,real,61249,2744,0.06924124815293127,0.043169265903176504,0.044869675604265344,0.09538727374910984,0.18075801749271136,,,,,
11,2,wide10y,fwd2,hgb,real,61249,2744,0.4184709636325594,0.08923399071366578,0.06718841934134134,0.15826102991801305,0.2401603498542274,,,,,
11,2,wide10y,fwd4,ridge,real,61249,2744,0.07985321850739939,0.06443701906814407,0.0751206917540806,0.2888600163268423,0.19752186588921283,,,,,
11,2,wide10y,fwd4,hgb,real,61249,2744,0.43842673728175496,0.11213977555345638,0.13709006496963186,0.24414279176248194,0.2423469387755102,,,,,
11,2,wide10y,fwd8,ridge,real,61249,2744,0.08669754707277741,0.07079683820276103,0.10111770912297995,0.3090181910576593,0.2066326530612245,,,,,
11,2,wide10y,fwd8,hgb,real,61249,2744,0.4711790367406803,0.14106532846827036,0.2705727445706625,0.5535502763589767,0.24927113702623907,,,,,
11,2,wide10y,br_canon_long,logit,real,61249,2744,,,,,,0.5491286475095798,0.54093425791539,0.4784985422740525,0.5263157894736842,0.0761661807580175
11,2,wide10y,br_canon_long,hgb,real,61249,2744,,,,,,0.7873822647269519,0.5766721326220672,0.4784985422740525,0.6859504132231405,0.08819241982507289
11,2,wide10y,br_canon_short,logit,real,61249,2744,,,,,,0.5491090621131206,0.5170087867486904,0.500728862973761,0.5766016713091922,0.13083090379008747
11,2,wide10y,br_canon_short,hgb,real,61249,2744,,,,,,0.788753366023871,0.5801028485215525,0.500728862973761,0.5060240963855421,0.060495626822157436
11,2,wide10y,br_modal_long,logit,real,61249,2744,,,,,,0.6393810534241967,0.6845849240035093,0.06596209912536444,0.13533834586466165,0.14540816326530612
11,2,wide10y,br_modal_long,hgb,real,61249,2744,,,,,,0.9374275679776197,0.6620543518795955,0.06596209912536444,0.15242494226327943,0.15779883381924198
11,2,wide10y,br_modal_short,logit,real,61249,2744,,,,,,0.6313667736851544,0.6341303124313639,0.08454810495626822,0.1452513966480447,0.1956997084548105
11,2,wide10y,br_modal_short,hgb,real,61249,2744,,,,,,0.9177447194649679,0.650131094882495,0.08454810495626822,0.13606911447084233,0.16873177842565598
12,2,base5y,fwd2,ridge,real,29866,2743,0.06310888285534892,0.013323289684571254,0.0005470873993091146,0.07629046248489406,0.20998906306963178,,,,,
12,2,base5y,fwd2,ridge,shuffle,29866,2743,0.022897873211937255,0.029005033990548258,0.05277697566049665,0.019496526049873227,0.16405395552314983,,,,,
12,2,base5y,fwd2,hgb,real,29866,2743,0.5366685819579777,0.05823862743578664,0.061770402649583465,0.14103383088583396,0.2551950419248997,,,,,
12,2,base5y,fwd2,hgb,shuffle,29866,2743,0.5392873194796403,-0.008822605257390433,-0.02203954689334608,-0.03781112850339736,0.17426175720014583,,,,,
12,2,base5y,fwd4,ridge,real,29866,2743,0.07328790696768592,0.050048224178230905,0.01685887128563864,0.21741725711768536,0.22457163689391177,,,,,
12,2,base5y,fwd4,ridge,shuffle,29866,2743,0.030585768018412205,-0.018257276132042415,0.012119109185847883,-0.07867205875879704,0.15129420342690486,,,,,
12,2,base5y,fwd4,hgb,real,29866,2743,0.5633597767401175,0.060742565269960476,0.0721070528925298,0.27663877953587457,0.2777980313525337,,,,,
12,2,base5y,fwd4,hgb,shuffle,29866,2743,0.5552783538761427,-0.051711571826770775,-0.07647856411955037,0.02258026891093157,0.17389719285453883,,,,,
12,2,base5y,fwd8,ridge,real,29866,2743,0.08741945158958914,0.04348266569693247,-0.031298940367949966,0.37690093997264185,0.22639445862194676,,,,,
12,2,base5y,fwd8,ridge,shuffle,29866,2743,0.02884210469801465,-0.06951779024630794,-0.09316033765812763,-0.17845634189458565,0.2103536274152388,,,,,
12,2,base5y,fwd8,hgb,real,29866,2743,0.6008730283027045,0.05299754312177373,0.09478266988664537,0.2418332436911967,0.23332118118847978,,,,,
12,2,base5y,fwd8,hgb,shuffle,29866,2743,0.5695586962904455,-0.01804060738539671,-0.031959870692701724,-0.01996836884880173,0.13488880787458987,,,,,
12,2,base5y,br_canon_long,logit,real,29866,2743,,,,,,0.5376838631664704,0.5129353260291458,0.4896099161502005,0.45751633986928103,0.05577834487787094
12,2,base5y,br_canon_long,logit,shuffle,29866,2743,,,,,,0.5158874015028037,0.5139017125837676,0.4896099161502005,0.5543478260869565,0.06707983959168794
12,2,base5y,br_canon_long,hgb,real,29866,2743,,,,,,0.8885789142676257,0.5383560259546857,0.4896099161502005,0.5161290322580645,0.045205978855267955
12,2,base5y,br_canon_long,hgb,shuffle,29866,2743,,,,,,0.8918194217577815,0.4920747792788001,0.4896099161502005,0.5301204819277109,0.06051768137076194
12,2,base5y,br_canon_short,logit,real,29866,2743,,,,,,0.5384039169427749,0.5058114923750752,0.4910681735326285,0.5757575757575758,0.13233685745534088
12,2,base5y,br_canon_short,logit,shuffle,29866,2743,,,,,,0.5181889480658255,0.5102392454419563,0.4910681735326285,0.4864864864864865,0.12139992708713088
12,2,base5y,br_canon_short,hgb,real,29866,2743,,,,,,0.892172204347164,0.5383724417840345,0.4910681735326285,0.5658536585365853,0.07473569084943492
12,2,base5y,br_canon_short,hgb,shuffle,29866,2743,,,,,,0.888474116682425,0.4984896926843692,0.4910681735326285,0.5025641025641026,0.07109004739336493
12,2,base5y,br_modal_long,logit,real,29866,2743,,,,,,0.6322915707701249,0.6329517906829554,0.0987969376594969,0.1487279843444227,0.1862923806051768
12,2,base5y,br_modal_long,logit,shuffle,29866,2743,,,,,,0.5302194497897488,0.4797928683170327,0.0987969376594969,0.08835341365461848,0.09077652205614291
12,2,base5y,br_modal_long,hgb,real,29866,2743,,,,,,0.9863854925470501,0.6369582870585988,0.0987969376594969,0.16584158415841585,0.14728399562522784
12,2,base5y,br_modal_long,hgb,shuffle,29866,2743,,,,,,0.9745571749117292,0.5000910567358101,0.0987969376594969,0.07722007722007722,0.0944221655122129
12,2,base5y,br_modal_short,logit,real,29866,2743,,,,,,0.6464361721781379,0.6375655884218416,0.07473569084943492,0.14078674948240166,0.17608457892818083
12,2,base5y,br_modal_short,logit,shuffle,29866,2743,,,,,,0.5215886409779236,0.549683830171635,0.07473569084943492,0.08058608058608059,0.0995260663507109
12,2,base5y,br_modal_short,hgb,real,29866,2743,,,,,,0.9684053378976613,0.6273635856925945,0.07473569084943492,0.10981308411214953,0.15603353991979585
12,2,base5y,br_modal_short,hgb,shuffle,29866,2743,,,,,,0.9639628287939849,0.4438005727575006,0.07473569084943492,0.05732484076433121,0.05723660226029894
