fold,era,feature,ic_oos
16,3,dow_sin,-0.014277972820985075
16,3,dow_cos,-0.00954765826612486
16,3,session_asia,-0.029112297450182092
16,3,session_london,0.0015111261642048554
16,3,session_newyork,0.02396687877955009
16,3,session_london_ny_overlap,0.004057698606473255
17,3,close_ema20_atr,-0.04009643987137085
17,3,close_ema50_atr,-0.016520014514601222
17,3,close_ema200_atr,-0.01781953922855714
17,3,ema20_ema50_atr,0.015226448546000797
17,3,macd_hist_atr,-0.05271079686143593
17,3,roc20_atr,-0.004138678196194918
17,3,atr_close,-0.0667882302637269
17,3,atr_fast_slow,-0.015968804801052408
17,3,bb_width_close,-0.028567430611758867
17,3,range_atr,0.000447992745663298
17,3,upper_wick_ratio,0.00611719086315302
17,3,lower_wick_ratio,-0.00983282698941274
17,3,ret1_atr,-0.034968731804976734
17,3,ret2_atr,-0.04292170517633668
17,3,ret3_atr,-0.06525357503849112
17,3,ret4_atr,-0.061496380519152016
17,3,ret5_atr,-0.0553823023652718
17,3,tod_sin,0.03224990708803249
17,3,tod_cos,-0.04068291149422108
17,3,dow_sin,0.07074275033222632
17,3,dow_cos,-0.027585170569544334
17,3,session_asia,-0.01226337876244001
17,3,session_london,0.04265481428224593
17,3,session_newyork,-0.015586507882428659
17,3,session_london_ny_overlap,0.019742514823804
18,3,close_ema20_atr,-0.004032246902342008
18,3,close_ema50_atr,0.007281724558727668
18,3,close_ema200_atr,-0.02238326124924361
18,3,ema20_ema50_atr,0.021400351713992422
18,3,macd_hist_atr,-0.00304033777598581
18,3,roc20_atr,0.010005818626297623
18,3,atr_close,-0.07989525040191456
18,3,atr_fast_slow,-0.07234563672878
18,3,bb_width_close,-0.029399967396734346
18,3,range_atr,0.010488681147882938
18,3,upper_wick_ratio,0.01619854197874731
18,3,lower_wick_ratio,-0.021630265010588068
18,3,ret1_atr,-0.04467179275482512
18,3,ret2_atr,-0.04785365573005756
18,3,ret3_atr,-0.050446685443514265
18,3,ret4_atr,-0.03214178370944558
18,3,ret5_atr,-0.026216044371762236
18,3,tod_sin,0.06592055897490129
18,3,tod_cos,-0.07408018937854555
18,3,dow_sin,-0.045910737241572984
18,3,dow_cos,-0.04649660072239163
18,3,session_asia,-0.018147086589271617
18,3,session_london,0.055081119653219976
18,3,session_newyork,-0.019171133456962218
18,3,session_london_ny_overlap,0.014150701258256652
19,4,close_ema20_atr,-0.004549915668250034
19,4,close_ema50_atr,0.011434882552043578
19,4,close_ema200_atr,-0.015423594828173069
19,4,ema20_ema50_atr,0.018564699211589306
19,4,macd_hist_atr,-0.002113241320984087
19,4,roc20_atr,0.02328556239164072
19,4,atr_close,-0.026849697378603526
19,4,atr_fast_slow,-0.0324882136014265
19,4,bb_width_close,-0.010601770925802641
19,4,range_atr,-0.015026975374473865
19,4,upper_wick_ratio,-0.0022819890666793676
19,4,lower_wick_ratio,0.005085335222922972
19,4,ret1_atr,-0.021187116450459943
19,4,ret2_atr,-0.029439542014950304
19,4,ret3_atr,-0.033929582969903005
19,4,ret4_atr,-0.030843928446512327
19,4,ret5_atr,-0.03616381314291028
19,4,tod_sin,0.021136241106101718
19,4,tod_cos,0.020627644003627807
19,4,dow_sin,-0.004626553550169119
19,4,dow_cos,-0.0015224810132750033
19,4,session_asia,0.03271361934050703
19,4,session_london,-0.02310395697041327
19,4,session_newyork,-0.027986418179202537
19,4,session_london_ny_overlap,-0.018085834064782473
20,4,close_ema20_atr,-0.013671128116548255
20,4,close_ema50_atr,-0.009632895765741762
20,4,close_ema200_atr,-0.014537103455884997
20,4,ema20_ema50_atr,0.0014765221047208206
20,4,macd_hist_atr,0.0016919143507929482
20,4,roc20_atr,-0.021731279307312636
20,4,atr_close,0.019136028555416334
20,4,atr_fast_slow,0.015645965013060936
20,4,bb_width_close,-0.033787478298683116
20,4,range_atr,-0.024033569711578544
20,4,upper_wick_ratio,0.056720874393422493
20,4,lower_wick_ratio,-0.03465687089895202
20,4,ret1_atr,-0.0323612510215153
20,4,ret2_atr,-0.034940618262911706
20,4,ret3_atr,-0.03111105587788272
20,4,ret4_atr,-0.011822484745571661
20,4,ret5_atr,0.00028924882518046837
20,4,tod_sin,-0.02597543423696338
20,4,tod_cos,0.021512011938948465
20,4,dow_sin,-0.036910918481605395
20,4,dow_cos,-0.015345146262084445
20,4,session_asia,0.00970340687298043
20,4,session_london,-0.01790663458453869
20,4,session_newyork,0.0013267089454530724
20,4,session_london_ny_overlap,-0.0013619899975218892
21,4,close_ema20_atr,-0.02296800930292399
21,4,close_ema50_atr,-0.04663097700383404
21,4,close_ema200_atr,-0.08015658855169232
21,4,ema20_ema50_atr,-0.07157374558696791
21,4,macd_hist_atr,-0.013488868591465551
21,4,roc20_atr,0.008814672522242497
21,4,atr_close,0.01926812791573512
21,4,atr_fast_slow,-0.02245136730654833
21,4,bb_width_close,-0.008644215299167151
21,4,range_atr,0.0016590774515317782
21,4,upper_wick_ratio,0.01584551215933402
21,4,lower_wick_ratio,-0.019090311576512364
21,4,ret1_atr,0.01956867781827301
21,4,ret2_atr,0.02593456960508074
21,4,ret3_atr,0.017761581975483
21,4,ret4_atr,0.009723343149267477
